row_id,Prediction
0,21.67678679433408
1,20.697172942761902
2,20.827198434947512
3,20.97297875490467
4,20.63474571779792
5,20.52159787371325
6,19.88166797684573
7,19.48708252956234
8,20.529236108162724
9,19.985430159593015
10,21.402340023718995
11,20.407760955774386
12,19.621832931025004
13,20.753483963399102
14,19.460365641583447
15,20.43082745470779
16,19.660527613451958
17,20.173022012028937
18,20.978486469560757
19,19.114952931303357
20,20.052672045152203
21,19.98803126618606
22,19.628750180179892
23,19.980909857628593
24,20.283310767448583
25,19.861306576784333
26,19.57709847127625
27,18.79303712341176
28,18.10697729801541
29,19.890275013374097
30,19.681571447406373
31,18.786162280865607
32,19.601652885082416
33,18.835350775139634
34,19.17933817591304
35,19.786092047951005
36,18.710640052766557
37,18.868064870248947
38,18.75876245155349
39,18.083496433533515
40,19.860090577817576
41,18.698540557162097
42,18.572864336171726
43,20.028803004690605
44,19.563849378086996
45,18.04865552534641
46,18.611340285712274
47,17.630340769839005
48,18.898335380991348
49,18.951750506934054
50,18.6049261670984
51,18.64366528932657
52,18.561666049803044
53,18.730639497487562
54,19.363658902129814
55,18.40675279448128
56,17.818781537624734
57,18.871340718909032
58,17.904414092457046
59,18.644698521664807
60,18.750396613996095
61,18.77508320694562
62,17.35059410310786
63,17.801040797806987
64,18.63527322588461
65,17.952777155021412
66,18.608485450147814
67,17.41072296415424
68,18.36831595650224
69,18.31353269728497
70,18.035903530572384
71,17.887283137161337
72,17.393714286847874
73,17.142781140127052
74,17.482863665401304
75,17.074203287330338
76,17.442087157612292
77,17.88170142165571
78,17.329585019881385
79,17.492331256024745
80,16.939830755550748
81,17.875870866626933
82,17.70874202376691
83,17.770678537848934
84,16.893020509988702
85,17.895839760779324
86,18.315844555553603
87,15.51573738336374
88,16.498280326041485
89,15.985968397707982
90,16.91963274643697
91,17.245849699707183
92,17.332845476426172
93,15.917187810984963
94,16.48860549444125
95,16.267240436293413
96,17.899626254278164
97,17.080060406265087
98,17.367268020635564
99,15.908242059218686
100,17.342023675393904
101,16.46376455529311
102,15.621739828497834
103,17.193892406158305
104,16.972684018846827
105,16.949923097477253
106,16.469277376209945
107,16.935387348525097
108,16.316329742527174
109,16.694108685157424
110,15.801215753042147
111,16.179168326151032
112,16.55263456360429
113,16.016367812582743
114,16.348273713862955
115,15.037013385088702
116,16.686273422815773
117,16.088606975815207
118,16.190050951285343
119,15.686274532716142
120,15.68054622132629
121,15.87286126044101
122,15.754492629014823
123,15.633332026986894
124,15.69786169954099
125,16.51959524790033
126,16.04966756153451
127,15.599008348593282
128,16.604359065231705
129,16.2371942519008
130,15.762915807848652
131,15.154298178752214
132,15.843558862446212
133,16.11663391192998
134,15.43153205091415
135,15.075028513451265
136,16.146798781978433
137,14.567936531405744
138,15.678162707964914
139,15.959206499247335
140,15.700391418593108
141,15.248793414747746
142,15.039030272018621
143,15.188688174734311
144,15.141677973250859
145,15.965333953745942
146,15.438320012540698
147,15.287770871543087
148,15.404030554617988
149,14.904040647946218
150,15.494518938034528
151,15.662734314085402
152,14.957048010496171
153,15.036029970399378
154,15.38518898785279
155,15.082552726700696
156,14.734916758136567
157,14.71343301931964
158,14.200384950433694
159,14.913471331058608
160,14.964057075327878
161,15.252303842290148
162,15.566862031261214
163,15.088098096492912
164,14.039096248665587
165,14.966083124801866
166,14.432647492956752
167,14.895643926771749
168,15.073773656298428
169,15.212801948442515
170,14.97071037132792
171,14.453483064079753
172,14.262629913058849
173,15.50171747549844
174,14.330663394890248
175,14.85938752423977
176,14.574714544727705
177,14.271182004950113
178,14.41746369737963
179,14.204632414133528
180,14.465332579944494
181,14.448298761873447
182,15.107013885016633
183,14.973135701789436
184,14.495214075293175
185,14.650937826762595
186,14.628917600785353
187,14.51375020785472
188,14.301390885194447
189,14.081916387123325
190,14.286569247549592
191,14.308565570265232
192,14.65757881877676
193,14.597254006774035
194,14.37739329848621
195,14.549040001553053
196,14.352611890738503
197,14.180317966687271
198,13.822559846861179
199,14.099059853455017
200,13.710126345740985
201,13.604847229327856
202,13.869850877825696
203,14.321074273720443
204,13.710126345740985
205,14.651274753211418
206,13.970225984787179
207,13.783020398121744
208,14.11386889165519
209,14.416599121524934
210,14.529749872539245
211,13.909229064667253
212,13.718626850017523
213,13.66089958981937
214,14.539606057781628
215,13.852141642917873
216,13.742655906497836
217,14.400943943002575
218,13.081711741538609
219,14.026539700205687
220,13.828192003110056
221,13.553460008876856
222,14.32360741953402
223,13.997290521100817
224,14.319791333458976
225,14.113860741085244
226,13.636195397198058
227,13.625321159177043
228,13.055741753466846
229,13.458305029551378
230,13.616140788680372
231,13.559336796860428
232,13.860713920169275
233,14.05388375112565
234,13.168456901775745
235,13.247770344420525
236,14.081323790848458
237,12.926361809959056
238,13.594389755309782
239,13.151843833920676
240,13.968466368570379
241,13.648730668513064
242,13.7681757408831
243,13.308533042057277
244,13.265062676010317
245,13.230592220375673
246,13.599038173025573
247,13.122611660738889
248,13.257803371622627
249,13.609372082493413
250,13.767825824795631
251,13.390986746609105
252,13.264841988352407
253,13.167525555630082
254,13.303576258661884
255,13.20545027494632
256,13.165846731396162
257,13.087838873922989
258,13.519404119981367
259,13.307558584512805
260,13.588737119199116
261,13.371366738029508
262,12.966463763686642
263,12.649750858698857
264,13.288874718187168
265,13.310490101886323
266,13.282465298883372
267,13.277494216252068
268,13.46363373461522
269,13.411319055133799
270,13.695095403364881
271,13.233745992319704
272,13.217040128902719
273,12.856822062151847
274,12.97850468772967
275,13.356468339043179
276,12.661711108803877
277,12.752196801453545
278,12.71187442262241
279,13.227465622671197
280,12.703535666255325
281,12.64831898485308
282,12.674325600059717
283,12.92173879363018
284,13.143560965800207
285,12.59969898520266
286,13.057122166276512
287,12.981529466415347
288,12.904186310967928
289,12.720927467092572
290,13.018171474989837
291,12.888378845815355
292,13.186063597070866
293,12.548524126969303
294,12.530097020120301
295,12.702089948656628
296,12.882805612857329
297,12.6539031304906
298,12.39761386165709
299,12.631678030904647
300,12.876538499595226
301,12.437676395291946
302,12.73085144131457
303,12.363196544215876
304,12.440983626964687
305,12.328032666118531
306,12.842191471483826
307,13.04403986755317
308,12.984175418767508
309,12.845936472673342
310,12.378176071512433
311,12.368283065309283
312,12.340931405872539
313,12.934416319054998
314,12.665004621259262
315,12.11448714565578
316,12.799918799840214
317,12.537809848945752
318,12.097539168798296
319,12.078799502360432
320,12.027389501627837
321,12.320381124766861
322,12.421002844227415
323,12.19282022450677
324,12.335685250606524
325,12.197825410523352
326,12.309301362119879
327,12.243379106366007
328,12.39491631515075
329,12.283393108739048
330,12.276178122892748
331,12.371453323211743
332,12.263209701309147
333,12.081247001143023
334,12.126312623801692
335,12.11993573582528
336,12.249027766515113
337,12.011621492741995
338,12.17706980246545
339,12.275469811723145
340,12.065199898769386
341,12.129695096897342
342,11.815856539467179
343,12.246649968272017
344,11.852369520682723
345,11.955152258883487
346,11.760347690109686
347,11.744052487294338
348,11.848179860117162
349,11.736939744410321
350,11.728181586679433
351,11.58149449967276
352,11.83397969691957
353,11.644110875205852
354,11.696456639998647
355,11.73265442219189
356,11.637644757415476
357,11.619828300896133
358,11.588131552526939
359,11.448900954880994
360,11.438973593159655
361,11.565083486878788
362,11.542118326828355
363,11.514727346182141
364,11.483370567829953
