"""Country Name"",""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"""
"""Indonesia"",""IDN"",""Individuals using the Internet (% of population)"",""IT.NET.USER.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0"",""0"",""0"",""0"",""0.001059744"",""0.026109477"",""0.056623989"",""0.194910264"",""0.255306646"",""0.444415936"",""0.925563864"",""2.018613859"",""2.134135733"",""2.38701978"",""2.600285876"",""3.602024763"",""4.764813134"",""5.786274729"",""7.917479385"",""6.92"",""10.92"",""12.28"",""14.52"",""14.94"",""17.14"",""22.0627426"",""25.4473537"",""32.33580625"",""39.90463864"",""47.69064898"","""""
